Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,#,Account Name,Billing Country,Close Date,Closed,Created Date,Forecast Category,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Rodriquez958,,Partner,Irene Kelley,Space phone 2,413100,503,Tran514 Inc,Japan,3/6/22,False,2016-07-09T00:00:00.000Z,Pipeline,Engineering,Irene McCoy,AE,New Business / Add-on,Sales WW,Phones,ENT,02 - Qualification,False
Opportunity for Jefferson17,,Partner,Doroth Gardner,Cables,21640,2,Cortez324 Inc,Germany,3/27/21,True,2015-11-11T00:00:00.000Z,Closed,Utilities,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Love1426,,Customer,Nicolas Weaver,Keyboard,2649820,652,Robbins449 Inc,Taiwan,2/6/21,True,2015-06-20T00:00:00.000Z,Omitted,Engineering,Doroth Gardner,AE,New Business,Sales AMER,Accessories,GB,09 - Closed Lost,False
Opportunity for Holt1480,IN,Customer,Irene Kelley,Notebook,4328400,182,Rodriquez412 Inc,USA,1/17/21,True,2015-07-23T00:00:00.000Z,Closed,Banking,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,True
Opportunity for Drake768,RI,Customer,Chris Riley,,70368,233,Fleming762 Inc,USA,9/27/21,False,2016-04-22T00:00:00.000Z,Best Case,Insurance,Chris Riley,AE,Existing Business,Sales EMEA,,ENT,05 - Perception Analysis,False
Opportunity for Walters765,,Customer,Harold Campbell,Mouse,623750,232,Snyder527 Inc,United Kingdom,6/28/21,True,2016-04-14T00:00:00.000Z,Closed,Insurance,Eric Sanchez,BDR,New Business,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Stanley1623,,Partner,Johnny Green,,15637,405,Bowers460 Inc,Belgium,8/12/21,True,2016-07-24T00:00:00.000Z,Closed,Banking,Irene Kelley,Alliances,New Business / Add-on,Sales AMER,,COMM,08 - Closed Won,True
Opportunity for Lee759,,Customer,Doroth Gardner,Space phone 3,710500,231,McDaniel467 Inc,Japan,11/3/20,True,2015-06-20T00:00:00.000Z,Closed,Biotechnology,Laura Palmer,Alliances,New Business,Sales EMEA,Phones,SMB,08 - Closed Won,True
Opportunity for Hansen520,KY,Partner,Irene Kelley,Books,104940,411,Shelton873 Inc,Canada,10/8/21,False,2016-04-07T00:00:00.000Z,Pipeline,Engineering,Catherine Brown,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,04 - Value Proposition,False
Opportunity for Baker1261,,Customer,John Williams,Keyboard,41580,418,Coleman170 Inc,Taiwan,6/14/21,True,2015-11-15T00:00:00.000Z,Omitted,Banking,Dennis Howard,Marketing,New Business / Add-on,Sales EMEA,Accessories,ENT,09 - Closed Lost,False
Opportunity for Gordon1846,ME,Customer,Julie Chavez,Books,1531940,151,Martinez181 Inc,USA,5/28/20,True,2015-02-23T00:00:00.000Z,Closed,Biotechnology,Harold Campbell,BDR,New Business,Sales EMEA,Digital Media,SMB,08 - Closed Won,True
Opportunity for Morgan713,ME,Customer,Evelyn Williamson,Light laptop,2717500,157,Joseph730 Inc,Canada,12/24/21,False,2016-05-30T00:00:00.000Z,Pipeline,Energy,Chris Riley,AE,Existing Business,Sales EMEA,Laptops,MM,01 - Prospecting,False
Opportunity for Porter991,FL,Customer,Bruce Kennedy,Light laptop,2158750,542,Fitzgerald503 Inc,Canada,10/6/21,False,2016-05-09T00:00:00.000Z,Best Case,Banking,Eric Sanchez,AE,New Business,Sales WW,Laptops,GB,05 - Perception Analysis,False
Opportunity for Wallace1706,NH,Customer,Laura Palmer,,13980,520,Pittman334 Inc,Canada,10/1/20,True,2015-06-24T00:00:00.000Z,Closed,Finance,Laura Garza,AE,New Business / Add-on,Sales WW,,COMM,08 - Closed Won,True
Opportunity for Murphy267,OH,Customer,Irene Kelley,Keyboard,2664105,14,Todd690 Inc,USA,2/10/21,True,2015-08-17T00:00:00.000Z,Closed,Biotechnology,John Williams,Marketing,Existing Business,Sales WW,Accessories,COMM,08 - Closed Won,True
Opportunity for Carlson1808,,Customer,Johnny Green,Light tablet 2,965700,663,Hodges632 Inc,Switzerland,7/31/20,True,2014-12-22T00:00:00.000Z,Closed,Manufacturing,Evelyn Williamson,Alliances,New Business,Sales WW,Tablets,MM,08 - Closed Won,True
Opportunity for Sullivan800,,Customer,Bruce Kennedy,Space phone 2,577250,274,Evans674 Inc,Thailand,8/28/21,False,2016-08-16T00:00:00.000Z,Commit,Apparel,Nicolas Weaver,Marketing,New Business,Sales AMER,Phones,COMM,07 - Negotiation/Review,False
Opportunity for Johnston1675,,Customer,Irene McCoy,Books,804275,462,Lopez215 Inc,Hong Kong,7/11/21,True,2016-02-09T00:00:00.000Z,Closed,Communications,Dennis Howard,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Boone1390,CT,Customer,Nicolas Weaver,Books,69240,587,Knight146 Inc,USA,7/25/21,True,2016-07-13T00:00:00.000Z,Closed,Energy,Laura Garza,Marketing,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,True
Opportunity for Padilla1183,,Customer,Nicolas Weaver,,66246,280,Olson171 Inc,United Kingdom,5/31/21,True,2016-01-28T00:00:00.000Z,Closed,Transportation,Doroth Gardner,Alliances,New Business,Sales AMER,,COMM,08 - Closed Won,True
Opportunity for Ryan1382,,Customer,Kelly Frazier,Books,2346320,584,Jackson589 Inc,Taiwan,10/14/20,True,2015-09-18T00:00:00.000Z,Closed,Consulting,Eric Sanchez,AE,New Business / Add-on,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Banks1549,,Partner,Kelly Frazier,,363901,286,Ferguson738 Inc,Japan,5/13/21,True,2015-10-01T00:00:00.000Z,Closed,Technology,Kelly Frazier,Alliances,New Business,Sales EMEA,,MM,08 - Closed Won,True
Opportunity for Gibbs1874,,Customer,Johnny Green,Light tablet,2058100,196,Lynch943 Inc,India,10/8/21,False,2016-02-20T00:00:00.000Z,Best Case,Consulting,Catherine Brown,Marketing,New Business / Add-on,Sales WW,Laptops,SMB,06 - Proposal/Price Quote,False
Opportunity for Salazar1398,,Partner,Eric Gutierrez,Mega laptop,555200,592,McCarthy602 Inc,Hong Kong,5/15/21,True,2016-03-28T00:00:00.000Z,Closed,Healthcare,Eric Sanchez,BDR,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,True
Opportunity for Jackson625,,Customer,Eric Gutierrez,Mega laptop,1948800,567,Cohen28 Inc,China,3/6/21,True,2015-11-13T00:00:00.000Z,Closed,Retail,Bruce Kennedy,Marketing,Existing Business,Sales AMER,Laptops,GB,08 - Closed Won,True
Opportunity for Terry1604,LA,Customer,Julie Chavez,Space phone 3,259500,402,Cross858 Inc,Canada,6/25/20,True,2015-01-11T00:00:00.000Z,Closed,Energy,Catherine Brown,Alliances,New Business,Sales WW,Phones,MM,08 - Closed Won,True
Opportunity for Wright1651,,Partner,Johnny Green,,286073,427,Roberts804 Inc,Japan,4/27/21,True,2016-01-31T00:00:00.000Z,Closed,Banking,Irene McCoy,Marketing,New Business,Sales WW,,MM,08 - Closed Won,True
Opportunity for Christensen684,,Partner,Catherine Brown,Cables,624510,125,Simmons663 Inc,Thailand,11/13/21,False,2016-05-06T00:00:00.000Z,Pipeline,Energy,Irene Kelley,Marketing,Existing Business,Sales AMER,Accessories,COMM,02 - Qualification,False
Opportunity for Saunders86,ME,Partner,John Williams,,87409,86,Castillo620 Inc,USA,6/13/21,True,2016-05-06T00:00:00.000Z,Closed,Manufacturing,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,,SMB,08 - Closed Won,True
Opportunity for Harrison476,PA,Customer,Johnny Green,Keyboard,2276590,347,Carson909 Inc,Canada,3/30/21,True,2015-09-08T00:00:00.000Z,Closed,Technology,Kelly Frazier,BDR,New Business,Sales EMEA,Accessories,COMM,08 - Closed Won,True
Opportunity for Conner1442,AZ,Customer,Julie Chavez,Cables,449660,659,Black702 Inc,Canada,1/20/21,True,2015-06-18T00:00:00.000Z,Omitted,Banking,Irene McCoy,AE,Existing Business,Sales WW,Accessories,MM,09 - Closed Lost,False
Opportunity for Rice1187,,Customer,Dennis Howard,Courses,261400,281,Henry405 Inc,United Kingdom,3/2/22,False,2016-08-06T00:00:00.000Z,Best Case,Energy,Chris Riley,AE,New Business,Sales EMEA,Digital Media,SMB,06 - Proposal/Price Quote,False
Opportunity for Paul1992,NY,Partner,Harold Campbell,Books,650350,378,Sims815 Inc,USA,8/17/21,True,2016-03-30T00:00:00.000Z,Omitted,Finance,Doroth Gardner,Marketing,New Business,Sales AMER,Accessories,ESMB,09 - Closed Lost,False
Opportunity for Olson321,FL,Customer,Laura Garza,Cables,3729975,104,Hart717 Inc,USA,2/12/22,False,2016-08-02T00:00:00.000Z,Pipeline,Healthcare,Harold Campbell,AE,Existing Business,Sales EMEA,Accessories,MM,02 - Qualification,False
Opportunity for Daniel1888,,Customer,Harold Campbell,Pro laptop,1384600,226,Tucker401 Inc,Japan,8/26/21,False,2016-02-16T00:00:00.000Z,Pipeline,Communications,John Williams,BDR,Existing Business,Sales WW,Laptops,SMB,04 - Value Proposition,False
Opportunity for Roberts1847,,Partner,Eric Gutierrez,Keyboard,1096500,152,McCarthy602 Inc,Hong Kong,3/7/21,True,2015-08-19T00:00:00.000Z,Closed,Healthcare,Dennis Howard,BDR,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Harrison1359,CA,Customer,Eric Gutierrez,,475597,546,Rodriquez626 Inc,USA,10/8/21,False,2016-03-10T00:00:00.000Z,Pipeline,Insurance,Catherine Brown,BDR,New Business,Sales WW,,COMM,02 - Qualification,False
Opportunity for Duncan1725,,Customer,Eric Sanchez,Light tablet 2,847450,526,Thompson136 Inc,Thailand,10/7/21,False,2016-04-15T00:00:00.000Z,Pipeline,Energy,Eric Sanchez,BDR,Existing Business,Sales WW,Tablets,MM,01 - Prospecting,False
Opportunity for Clark1572,MA,Partner,Harold Campbell,,480891,328,Stone504 Inc,Canada,1/28/21,True,2015-09-18T00:00:00.000Z,Omitted,Energy,Irene McCoy,Marketing,Existing Business,Sales WW,,SMB,09 - Closed Lost,False
Opportunity for Steele1680,,Customer,Doroth Gardner,Mini tablet,2207200,483,Patrick806 Inc,Sweden,8/11/21,True,2016-01-20T00:00:00.000Z,Closed,Energy,Irene McCoy,AE,Existing Business,Sales WW,Laptops,ESMB,08 - Closed Won,True
Opportunity for Hawkins22,MI,Customer,Chris Riley,,136464,35,Duncan433 Inc,Morocco,8/29/21,False,2016-06-01T00:00:00.000Z,Pipeline,Telecommunications,Laura Garza,Marketing,New Business,Sales WW,,COMM,01 - Prospecting,False
Opportunity for Pena1800,ID,Customer,Bruce Kennedy,Cables,54090,637,Carroll694 Inc,USA,9/5/20,True,2015-08-21T00:00:00.000Z,Closed,Communications,Irene Kelley,AE,New Business,Sales AMER,Accessories,COMM,08 - Closed Won,True
Opportunity for Mitchell1555,,Partner,Evelyn Williamson,Books,123280,289,Hopkins600 Inc,France,8/11/21,True,2016-03-18T00:00:00.000Z,Closed,Telecommunications,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Digital Media,GB,08 - Closed Won,True
Opportunity for Freeman717,,Customer,Irene Kelley,Books,1023320,160,Norris77 Inc,Sweden,10/6/21,False,2016-02-11T00:00:00.000Z,Pipeline,Banking,Irene McCoy,Marketing,Existing Business,Sales WW,Digital Media,SMB,04 - Value Proposition,False
Opportunity for Holland322,,Partner,Dennis Howard,Keyboard,384840,105,Rose673 Inc,Thailand,3/14/21,True,2015-10-23T00:00:00.000Z,Omitted,Consulting,Bruce Kennedy,AE,Existing Business,Sales AMER,Accessories,SMB,09 - Closed Lost,False
Opportunity for McGee320,,Customer,Harold Campbell,Mini tablet,637600,103,Alexander704 Inc,Taiwan,7/11/20,True,2015-06-15T00:00:00.000Z,Omitted,Banking,Irene Kelley,Marketing,Existing Business,Sales AMER,Tablets,GB,09 - Closed Lost,False
Opportunity for West620,,Customer,Doroth Gardner,Notebook,2151600,566,Gonzales409 Inc,Denmark,4/26/21,True,2016-04-12T00:00:00.000Z,Closed,Engineering,Eric Gutierrez,AE,Existing Business,Sales AMER,Laptops,GB,08 - Closed Won,True
Opportunity for Joseph1936,,Partner,Eric Sanchez,Cables,2920800,293,Jefferson859 Inc,Switzerland,7/29/21,True,2016-01-07T00:00:00.000Z,Closed,Apparel,Laura Palmer,AE,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Jackson1400,VA,Customer,Eric Gutierrez,Books,3555960,620,Wood74 Inc,Canada,1/16/21,True,2015-11-29T00:00:00.000Z,Closed,Engineering,Johnny Green,AE,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,True
Opportunity for Wilkerson513,GA,Customer,Evelyn Williamson,Keyboard,138690,408,Rivera752 Inc,USA,3/31/21,True,2015-11-29T00:00:00.000Z,Closed,Banking,John Williams,AE,New Business,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Norris1506,,Customer,Eric Gutierrez,,43355,219,Tran798 Inc,Sweden,1/29/21,True,2015-12-07T00:00:00.000Z,Closed,Agriculture,Doroth Gardner,Marketing,New Business,Sales AMER,,GB,08 - Closed Won,True
Opportunity for Dean1363,ID,Partner,Eric Gutierrez,,156655,549,Schneider843 Inc,USA,6/11/21,True,2016-05-03T00:00:00.000Z,Closed,Energy,Nicolas Weaver,AE,New Business / Add-on,Sales AMER,,ESMB,08 - Closed Won,True
Opportunity for Stokes556,,Customer,Harold Campbell,Books,40900,465,Salazar257 Inc,Germany,7/5/21,True,2016-03-16T00:00:00.000Z,Closed,Manufacturing,Dennis Howard,AE,New Business,Sales EMEA,Digital Media,COMM,08 - Closed Won,True
Opportunity for Jacobs1464,FL,Customer,Eric Sanchez,Books,5198280,143,Myers581 Inc,Morocco,8/20/21,False,2016-01-08T00:00:00.000Z,Pipeline,Consulting,Laura Palmer,AE,New Business,Sales EMEA,Accessories,ESMB,01 - Prospecting,False
Opportunity for Mills1099,,Customer,Irene Kelley,Space phone 3,254500,169,Klein591 Inc,South Korea,5/15/21,True,2016-03-25T00:00:00.000Z,Omitted,Biotechnology,Eric Gutierrez,BDR,New Business / Add-on,Sales AMER,Phones,GB,09 - Closed Lost,False
Opportunity for Malone1276,TX,Customer,Bruce Kennedy,Space phone 2,196200,420,Clarke268 Inc,Canada,4/23/21,True,2015-10-11T00:00:00.000Z,Closed,Education,Laura Garza,AE,New Business / Add-on,Sales WW,Phones,COMM,08 - Closed Won,True
Opportunity for Mack545,,Partner,Bruce Kennedy,Books,551580,434,Fowler307 Inc,Germany,12/15/20,True,2015-12-04T00:00:00.000Z,Closed,Agriculture,John Williams,Alliances,New Business,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Norman655,,Partner,Dennis Howard,Light tablet,809000,614,Goodman883 Inc,Italy,10/28/20,True,2015-03-28T00:00:00.000Z,Closed,Energy,Irene McCoy,BDR,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,True
Opportunity for Norman472,NE,Partner,Irene McCoy,Certifications,2807700,346,Rodgers461 Inc,USA,6/4/21,True,2015-11-20T00:00:00.000Z,Closed,Retail,Laura Garza,Alliances,New Business,Sales WW,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Wright926,,Customer,Doroth Gardner,Light laptop,1532900,470,McDaniel467 Inc,Japan,10/8/20,True,2015-03-10T00:00:00.000Z,Omitted,Biotechnology,Catherine Brown,BDR,New Business / Add-on,Sales WW,Accessories,SMB,09 - Closed Lost,False
Opportunity for Burton933,,Customer,Dennis Howard,,388760,474,Griffin587 Inc,South Korea,7/28/21,True,2016-04-07T00:00:00.000Z,Omitted,Communications,John Williams,BDR,New Business / Add-on,Sales WW,,MM,09 - Closed Lost,False
Opportunity for Dixon1438,,Customer,Irene McCoy,Cases,209955,657,Reeves202 Inc,Sweden,5/7/21,True,2015-12-14T00:00:00.000Z,Closed,Apparel,Chris Riley,AE,New Business,Sales EMEA,Accessories,COMM,08 - Closed Won,True
Opportunity for Jackson611,CT,Partner,Eric Gutierrez,Cables,73600,562,McKenzie531 Inc,USA,2/12/21,True,2015-09-23T00:00:00.000Z,Closed,Media,Nicolas Weaver,BDR,Existing Business,Sales AMER,Accessories,ENT,08 - Closed Won,True
Opportunity for Stokes477,,Partner,Irene Kelley,,328949,348,Tran514 Inc,Japan,8/4/21,True,2015-12-31T00:00:00.000Z,Closed,Engineering,Doroth Gardner,Marketing,New Business,Sales AMER,,ENT,08 - Closed Won,True
Opportunity for Roy337,,Partner,Evelyn Williamson,Courses,1241600,121,Holloway471 Inc,Norway,12/1/20,True,2015-10-11T00:00:00.000Z,Closed,Biotechnology,Laura Garza,AE,New Business,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Park1980,TN,Customer,Eric Gutierrez,Light tablet 2,532950,376,Haynes326 Inc,Canada,11/25/21,False,2016-05-03T00:00:00.000Z,Pipeline,Media,Chris Riley,Marketing,New Business,Sales EMEA,Tablets,SMB,04 - Value Proposition,False
Opportunity for Robinson994,,Customer,Irene McCoy,Light laptop,1191000,569,Thomas148 Inc,Japan,7/9/20,True,2015-05-22T00:00:00.000Z,Closed,Biotechnology,Evelyn Williamson,Alliances,New Business,Sales WW,Laptops,COMM,08 - Closed Won,True
Opportunity for Clayton468,ID,Customer,Bruce Kennedy,Cables,999960,344,Carroll694 Inc,USA,9/22/20,True,2015-03-21T00:00:00.000Z,Closed,Communications,Nicolas Weaver,AE,Existing Business,Sales AMER,Accessories,COMM,08 - Closed Won,True
Opportunity for Perez1411,,Customer,Eric Gutierrez,Cases,1043830,628,Butler249 Inc,Singapore,11/5/20,True,2015-05-05T00:00:00.000Z,Closed,Energy,Laura Palmer,Marketing,New Business,Sales EMEA,Accessories,GB,08 - Closed Won,True
Opportunity for Terry269,,Customer,Evelyn Williamson,Space phone 3,846000,16,Wise244 Inc,Belgium,3/27/21,True,2015-08-07T00:00:00.000Z,Closed,Agriculture,Irene Kelley,AE,New Business / Add-on,Sales AMER,Phones,MM,08 - Closed Won,True
Opportunity for Alvarado1128,,Customer,Eric Sanchez,,254886,210,Duncan773 Inc,Japan,7/16/21,True,2016-04-18T00:00:00.000Z,Closed,Technology,Eric Sanchez,AE,New Business / Add-on,Sales WW,,ESMB,08 - Closed Won,True
Opportunity for Blake1279,HI,Partner,Johnny Green,,229996,421,Butler152 Inc,Canada,10/31/20,True,2015-04-19T00:00:00.000Z,Closed,Electronics,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,,SMB,08 - Closed Won,True
