Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,Billing Country,Account Name,Close Date,Closed,Created Date,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Meyer1740,WA,Customer,Johnny Green,Books,1337090,USA,Bridges776 Inc,2016-04-12,true,2016-01-30T00:00:00.000Z,Finance,John Williams,BDR,Existing Business,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Phillips1742,,Customer,Dennis Howard,Cases,1580935,Japan,Riley999 Inc,2016-09-25,false,2016-05-11T00:00:00.000Z,Energy,Chris Riley,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,02 - Qualification,false
Opportunity for Smith1744,,Customer,Evelyn Williamson,Cables,535160,United Kingdom,Casey767 Inc,2016-01-27,true,2015-08-13T00:00:00.000Z,Energy,Eric Sanchez,Marketing,New Business,Sales WW,Accessories,GB,09 - Closed Lost,false
Opportunity for Rhodes1746,HI,Customer,Laura Palmer,Notebook,918500,USA,Dean95 Inc,2016-09-08,false,2016-04-22T00:00:00.000Z,Banking,Eric Gutierrez,BDR,New Business,Sales AMER,Laptops,SMB,05 - Perception Analysis,false
Opportunity for Jackson611,CT,Partner,Eric Gutierrez,Cables,73600,USA,McKenzie531 Inc,2016-02-12,true,2015-09-23T00:00:00.000Z,Media,Nicolas Weaver,BDR,Existing Business,Sales AMER,Accessories,ENT,08 - Closed Won,true
Opportunity for Keller612,NE,Partner,Irene McCoy,Courses,765600,USA,Rodgers461 Inc,2016-07-18,true,2015-12-20T00:00:00.000Z,Retail,Bruce Kennedy,BDR,Existing Business,Sales AMER,Digital Media,ESMB,09 - Closed Lost,false
Opportunity for Osborne613,,Customer,Kelly Frazier,Cables,834280,Japan,Doyle59 Inc,2016-07-11,true,2016-05-13T00:00:00.000Z,Biotechnology,Irene Kelley,AE,New Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Valdez617,MD,Customer,Harold Campbell,Books,273090,Canada,Austin22 Inc,2015-12-07,true,2015-11-07T00:00:00.000Z,Media,Dennis Howard,Marketing,New Business,Sales EMEA,Accessories,MM,08 - Closed Won,true
Opportunity for West620,,Customer,Doroth Gardner,Notebook,2151600,Denmark,Gonzales409 Inc,2016-04-25,true,2016-04-12T00:00:00.000Z,Engineering,Eric Gutierrez,AE,Existing Business,Sales AMER,Laptops,GB,08 - Closed Won,true
Opportunity for Jackson625,,Customer,Eric Gutierrez,Mega laptop,1948800,China,Cohen28 Inc,2016-03-05,true,2015-11-13T00:00:00.000Z,Retail,Bruce Kennedy,Marketing,Existing Business,Sales AMER,Laptops,GB,08 - Closed Won,true
Opportunity for Daniels627,,Customer,Dennis Howard,Light tablet,1422600,India,Brewer763 Inc,2017-01-21,false,2016-07-21T00:00:00.000Z,Electronics,Laura Garza,Marketing,New Business / Add-on,Sales WW,Tablets,SMB,02 - Qualification,false
Opportunity for Robinson994,,Customer,Irene McCoy,Light laptop,1191000,Japan,Thomas148 Inc,2015-07-09,true,2015-05-22T00:00:00.000Z,Biotechnology,Evelyn Williamson,Alliances,New Business,Sales WW,Laptops,COMM,08 - Closed Won,true
Opportunity for Crawford995,,Partner,Irene Kelley,Mega laptop,2880800,Switzerland,Harris195 Inc,2015-06-24,true,2014-12-21T00:00:00.000Z,Transportation,Irene McCoy,AE,New Business / Add-on,Sales WW,Laptops,MM,08 - Closed Won,true
Opportunity for McCarthy999,,Partner,Laura Palmer,Mini tablet,775200,Norway,Glover254 Inc,2016-02-25,true,2015-07-13T00:00:00.000Z,Banking,Chris Riley,AE,New Business,Sales EMEA,Tablets,GB,08 - Closed Won,true
Opportunity for Owen1000,,Partner,Harold Campbell,Space phone 3,264000,Turkey,Nguyen793 Inc,2015-07-04,true,2015-02-08T00:00:00.000Z,Retail,Catherine Brown,Marketing,Existing Business,Sales WW,Phones,ESMB,08 - Closed Won,true
Opportunity for Chavez1002,,Customer,Dennis Howard,Books,355680,Hong Kong,Hunter88 Inc,2016-10-15,false,2016-04-15T00:00:00.000Z,Apparel,Laura Garza,Marketing,New Business,Sales WW,Digital Media,MM,02 - Qualification,false
Opportunity for Holmes1012,IN,Customer,Irene Kelley,Keyboard,1348890,USA,Rodriquez412 Inc,2017-02-01,false,2016-06-17T00:00:00.000Z,Banking,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,SMB,02 - Qualification,false
Opportunity for Richardson1013,,Partner,Dennis Howard,,499733,South Korea,McCarthy162 Inc,2016-08-27,false,2016-06-10T00:00:00.000Z,Technology,Dennis Howard,AE,Existing Business,Sales EMEA,,SMB,04 - Value Proposition,false
Opportunity for Floyd1015,PA,Partner,Johnny Green,,401291,Canada,Tyler418 Inc,2015-09-21,true,2015-08-25T00:00:00.000Z,Electronics,Catherine Brown,BDR,New Business,Sales WW,,ESMB,08 - Closed Won,true
Opportunity for Atkins1016,,Customer,John Williams,Keyboard,1926610,United Kingdom,Salazar150 Inc,2016-01-16,true,2015-11-08T00:00:00.000Z,Utilities,Catherine Brown,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Kennedy1017,,Partner,Laura Palmer,Light tablet,1590600,Singapore,Ford835 Inc,2016-01-20,true,2015-07-27T00:00:00.000Z,Insurance,Dennis Howard,Alliances,Existing Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,true
Opportunity for Collier1376,CO,Customer,Evelyn Williamson,Cables,89230,USA,Graves147 Inc,2016-09-20,false,2016-06-27T00:00:00.000Z,Biotechnology,Doroth Gardner,Marketing,New Business,Sales AMER,Accessories,SMB,01 - Prospecting,false
Opportunity for Bridges1377,WA,Partner,Nicolas Weaver,Cases,794270,USA,Long659 Inc,2016-01-18,true,2015-12-08T00:00:00.000Z,Apparel,Laura Palmer,AE,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Elliott1378,,Customer,Dennis Howard,Mega laptop,3164200,Norway,Lawrence50 Inc,2016-02-10,true,2015-07-18T00:00:00.000Z,Technology,Chris Riley,Marketing,New Business,Sales EMEA,Laptops,SMB,09 - Closed Lost,false
Opportunity for Griffin1384,,Customer,Johnny Green,,374162,Norway,Ross364 Inc,2016-04-04,true,2015-10-03T00:00:00.000Z,Insurance,Johnny Green,Marketing,New Business,Sales WW,,MM,09 - Closed Lost,false
Opportunity for Ray1381,,Customer,Bruce Kennedy,Cables,908360,Brazil,Chambers869 Inc,2016-08-17,true,2016-01-28T00:00:00.000Z,Engineering,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Ryan1382,,Customer,Kelly Frazier,Books,2346320,Taiwan,Jackson589 Inc,2015-10-14,true,2015-09-18T00:00:00.000Z,Consulting,Eric Sanchez,AE,New Business / Add-on,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Washington1383,ME,Customer,Dennis Howard,Certifications,208600,USA,Bradley715 Inc,2016-02-23,true,2015-09-01T00:00:00.000Z,Insurance,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Simpson1385,,Customer,Doroth Gardner,,392207,Switzerland,Moore470 Inc,2016-10-19,false,2016-04-27T00:00:00.000Z,Electronics,Doroth Gardner,Marketing,New Business,Sales AMER,,GB,02 - Qualification,false
Opportunity for Boone1390,CT,Customer,Nicolas Weaver,Books,69240,USA,Knight146 Inc,2016-07-24,true,2016-07-13T00:00:00.000Z,Energy,Laura Garza,Marketing,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Herrera1391,,Customer,Dennis Howard,Books,308865,Germany,Rodgers956 Inc,2015-12-02,true,2015-08-09T00:00:00.000Z,Electronics,Catherine Brown,Marketing,New Business / Add-on,Sales WW,Digital Media,SMB,09 - Closed Lost,false
Opportunity for Sanders1392,,Customer,Nicolas Weaver,Cables,196890,Japan,Yates593 Inc,2016-07-02,true,2016-06-09T00:00:00.000Z,Engineering,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Webb1394,,Partner,John Williams,,446889,Russia,Riley852 Inc,2015-10-06,true,2015-07-11T00:00:00.000Z,Media,Bruce Kennedy,BDR,New Business / Add-on,Sales AMER,,MM,08 - Closed Won,true
Opportunity for Moran1395,CO,Customer,Evelyn Williamson,Space phone 3,234500,USA,Graves147 Inc,2015-06-04,true,2015-04-12T00:00:00.000Z,Biotechnology,Catherine Brown,BDR,Existing Business,Sales WW,Phones,SMB,08 - Closed Won,true
Opportunity for Salazar1398,,Partner,Eric Gutierrez,Mega laptop,555200,Hong Kong,McCarthy602 Inc,2016-05-14,true,2016-03-28T00:00:00.000Z,Healthcare,Eric Sanchez,BDR,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Kelly1755,LA,Customer,Bruce Kennedy,Pro laptop,197075,Canada,Mitchell743 Inc,2016-05-22,true,2016-03-18T00:00:00.000Z,Energy,Irene Kelley,BDR,New Business / Add-on,Sales AMER,Laptops,GB,08 - Closed Won,true
Opportunity for Buchanan1756,,Customer,Irene Kelley,,76532,India,Tran866 Inc,2016-06-25,true,2016-01-12T00:00:00.000Z,Energy,Irene Kelley,Alliances,New Business,Sales AMER,,GB,09 - Closed Lost,false
Opportunity for McGee1757,WV,Partner,Chris Riley,Mini tablet,360800,USA,Weber794 Inc,2016-08-21,false,2016-03-26T00:00:00.000Z,Engineering,Johnny Green,AE,New Business / Add-on,Sales WW,Tablets,ENT,06 - Proposal/Price Quote,false
Opportunity for Nguyen1759,ME,Customer,Irene McCoy,Mega laptop,1324800,USA,Gomez871 Inc,2016-05-15,true,2016-02-14T00:00:00.000Z,Utilities,Catherine Brown,BDR,New Business / Add-on,Sales WW,Laptops,GB,09 - Closed Lost,false
Opportunity for Luna1760,,Customer,Harold Campbell,Light tablet,89400,Brazil,Gonzales209 Inc,2015-10-20,true,2015-09-25T00:00:00.000Z,Utilities,Irene McCoy,AE,New Business / Add-on,Sales WW,Tablets,COMM,08 - Closed Won,true
Opportunity for Sanders1761,,Partner,Laura Garza,Cables,1049880,Brazil,Brewer941 Inc,2016-09-02,false,2016-06-05T00:00:00.000Z,Apparel,John Williams,BDR,New Business,Sales WW,Accessories,SMB,02 - Qualification,false
Opportunity for Zimmerman1763,,Customer,Julie Chavez,Books,4747520,China,Benson346 Inc,2016-10-14,false,2016-04-26T00:00:00.000Z,Technology,Nicolas Weaver,AE,New Business,Sales AMER,Digital Media,MM,02 - Qualification,false
Opportunity for Barton1764,MI,Customer,Kelly Frazier,Books,3209120,USA,Hill463 Inc,2016-12-22,false,2016-07-29T00:00:00.000Z,Telecommunications,Laura Garza,BDR,New Business,Sales WW,Digital Media,SMB,04 - Value Proposition,false
Opportunity for James1768,,Customer,Laura Palmer,Light laptop,1386250,Mexico,Cummings974 Inc,2015-09-06,true,2015-01-21T00:00:00.000Z,Agriculture,Laura Garza,AE,New Business / Add-on,Sales WW,Laptops,MM,08 - Closed Won,true
Opportunity for Perez1775,,Customer,Kelly Frazier,Light tablet 2,2208300,Singapore,Holloway944 Inc,2015-12-15,true,2015-11-21T00:00:00.000Z,Insurance,Nicolas Weaver,Marketing,New Business,Sales AMER,Laptops,MM,08 - Closed Won,true
Opportunity for Dawson1776,MA,Customer,Julie Chavez,Light tablet 2,2434650,USA,Martinez228 Inc,2015-07-17,true,2015-01-09T00:00:00.000Z,Retail,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Laptops,SMB,09 - Closed Lost,false
Opportunity for Abbott636,,Customer,Julie Chavez,Cables,121490,Belgium,Tucker284 Inc,2016-04-04,true,2016-02-20T00:00:00.000Z,Agriculture,John Williams,BDR,New Business,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Jefferson638,ND,Partner,Dennis Howard,Cables,719960,USA,Estrada864 Inc,2016-04-15,true,2016-02-06T00:00:00.000Z,Retail,Irene Kelley,BDR,New Business / Add-on,Sales AMER,Accessories,GB,08 - Closed Won,true
Opportunity for Byrd640,,Customer,Laura Garza,,499928,United Kingdom,West416 Inc,2016-02-17,true,2015-09-02T00:00:00.000Z,Energy,Evelyn Williamson,AE,New Business,Sales WW,,SMB,08 - Closed Won,true
Opportunity for Carson641,MN,Customer,Johnny Green,Books,376955,USA,Reid29 Inc,2016-01-22,true,2015-09-03T00:00:00.000Z,Biotechnology,Evelyn Williamson,AE,Existing Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Figueroa642,,Customer,Eric Sanchez,Light tablet,701400,Hong Kong,Holmes945 Inc,2016-09-03,false,2016-04-23T00:00:00.000Z,Insurance,Johnny Green,Marketing,New Business,Sales WW,Tablets,ENT,03 - Needs Analysis,false
Opportunity for Jensen643,MD,Partner,Irene McCoy,Pro laptop,898800,USA,Gordon814 Inc,2015-11-16,true,2015-06-18T00:00:00.000Z,Energy,Kelly Frazier,Alliances,New Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,true
Opportunity for Frazier644,OK,Customer,Laura Garza,Light laptop,1528750,Canada,Crawford184 Inc,2016-09-26,false,2016-07-07T00:00:00.000Z,Education,Harold Campbell,BDR,New Business / Add-on,Sales EMEA,Laptops,SMB,02 - Qualification,false
Opportunity for Barrett645,,Customer,Chris Riley,Pro laptop,2221650,Spain,Schneider736 Inc,2016-05-23,true,2015-10-15T00:00:00.000Z,Engineering,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Laptops,COMM,09 - Closed Lost,false
Opportunity for Bowen646,NC,Customer,Irene McCoy,Mouse,1158700,Canada,Rivera969 Inc,2016-09-05,false,2016-02-05T00:00:00.000Z,Manufacturing,Bruce Kennedy,AE,New Business,Sales AMER,Accessories,SMB,03 - Needs Analysis,false
Opportunity for Ruiz650,NE,Customer,Johnny Green,,209640,Canada,Armstrong378 Inc,2016-07-13,true,2016-04-01T00:00:00.000Z,Insurance,Eric Gutierrez,Marketing,New Business / Add-on,Sales AMER,,GB,08 - Closed Won,true
Opportunity for Norman655,,Partner,Dennis Howard,Light tablet,809000,Italy,Goodman883 Inc,2015-10-28,true,2015-03-28T00:00:00.000Z,Energy,Irene McCoy,BDR,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Bridges657,AZ,Customer,Catherine Brown,Mega laptop,1314400,USA,Simmons211 Inc,2016-08-19,false,2016-04-08T00:00:00.000Z,Banking,Laura Garza,BDR,New Business,Sales WW,Accessories,SMB,02 - Qualification,false
Opportunity for Willis1022,,Partner,Doroth Gardner,,296805,Taiwan,Greene248 Inc,2016-07-22,true,2016-05-13T00:00:00.000Z,Utilities,Nicolas Weaver,AE,Existing Business,Sales AMER,,MM,08 - Closed Won,true
Opportunity for Santiago1026,NJ,Customer,Nicolas Weaver,Light laptop,2288250,Canada,Underwood142 Inc,2016-04-02,true,2015-11-11T00:00:00.000Z,Energy,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,Laptops,COMM,08 - Closed Won,true
Opportunity for Allison1031,LA,Customer,Doroth Gardner,Pro laptop,2241400,USA,Patterson932 Inc,2015-11-08,true,2015-04-19T00:00:00.000Z,Telecommunications,Bruce Kennedy,Marketing,New Business,Sales AMER,Laptops,MM,08 - Closed Won,true
Opportunity for Walton1035,MT,Customer,Evelyn Williamson,Light laptop,2550000,USA,Bailey19 Inc,2015-10-25,true,2015-06-26T00:00:00.000Z,Biotechnology,Laura Palmer,Marketing,New Business,Sales EMEA,Laptops,SMB,08 - Closed Won,true
Opportunity for Jackson1400,VA,Customer,Eric Gutierrez,Books,3555960,Canada,Wood74 Inc,2016-01-16,true,2015-11-29T00:00:00.000Z,Engineering,Johnny Green,AE,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Lopez1040,IA,Partner,Catherine Brown,Mouse,79550,Canada,Conner513 Inc,2015-08-26,true,2015-07-05T00:00:00.000Z,Engineering,Harold Campbell,Marketing,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Houston1041,FL,Partner,Johnny Green,Cases,3513380,USA,Rodriguez608 Inc,2016-05-15,true,2015-12-21T00:00:00.000Z,Media,Bruce Kennedy,BDR,New Business,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Gutierrez1402,,Partner,Doroth Gardner,,96977,Taiwan,Greene248 Inc,2016-05-08,true,2015-11-13T00:00:00.000Z,Utilities,John Williams,Marketing,New Business / Add-on,Sales WW,,MM,08 - Closed Won,true
Opportunity for White1403,,Partner,Catherine Brown,Certifications,972500,Japan,West49 Inc,2015-05-26,true,2015-03-30T00:00:00.000Z,Apparel,Doroth Gardner,AE,New Business / Add-on,Sales AMER,Digital Media,SMB,09 - Closed Lost,false
Opportunity for Dixon1405,,Customer,Eric Gutierrez,Space phone 3,644000,Thailand,Henderson891 Inc,2016-11-02,false,2016-05-04T00:00:00.000Z,Banking,Nicolas Weaver,Marketing,New Business,Sales AMER,Phones,MM,02 - Qualification,false
Opportunity for Cobb1406,ID,Customer,Eric Gutierrez,Certifications,802000,Canada,Horton569 Inc,2016-10-30,false,2016-05-10T00:00:00.000Z,Retail,Dennis Howard,BDR,New Business,Sales EMEA,Digital Media,ESMB,02 - Qualification,false
Opportunity for Maxwell1410,,Customer,Eric Sanchez,Light laptop,2183750,Norway,Ferguson911 Inc,2016-04-30,true,2016-04-12T00:00:00.000Z,Technology,Kelly Frazier,BDR,New Business,Sales EMEA,Laptops,GB,09 - Closed Lost,false
Opportunity for Perez1411,,Customer,Eric Gutierrez,Cases,1043830,Singapore,Butler249 Inc,2015-11-05,true,2015-05-05T00:00:00.000Z,Energy,Laura Palmer,Marketing,New Business,Sales EMEA,Accessories,GB,08 - Closed Won,true
Opportunity for Hart1416,,Partner,Evelyn Williamson,Cables,3960970,Switzerland,Cain574 Inc,2016-01-17,true,2015-12-23T00:00:00.000Z,Biotechnology,Bruce Kennedy,AE,New Business / Add-on,Sales AMER,Accessories,ENT,08 - Closed Won,true
Opportunity for Martin1417,,Partner,Irene Kelley,Books,3712300,South Korea,Doyle498 Inc,2016-04-02,true,2015-11-28T00:00:00.000Z,Transportation,Chris Riley,BDR,New Business,Sales EMEA,Accessories,GB,08 - Closed Won,true
Opportunity for Hines1779,VA,Partner,Bruce Kennedy,Notebook,1241900,USA,Gardner499 Inc,2016-02-18,true,2016-01-20T00:00:00.000Z,Banking,Eric Gutierrez,Marketing,Existing Business,Sales AMER,Laptops,GB,08 - Closed Won,true
Opportunity for Morrison1784,,Customer,Irene McCoy,Mouse,343000,Germany,Reed186 Inc,2016-07-16,true,2016-06-17T00:00:00.000Z,Retail,Laura Palmer,BDR,New Business / Add-on,Sales EMEA,Accessories,COMM,08 - Closed Won,true
Opportunity for Paul1791,MD,Customer,Laura Garza,Notebook,424600,USA,Brown495 Inc,2016-06-20,true,2016-04-01T00:00:00.000Z,Retail,Irene McCoy,Marketing,New Business,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Guzman1793,NC,Partner,Irene Kelley,Space phone 2,136800,USA,Burton810 Inc,2016-12-05,false,2016-08-11T00:00:00.000Z,Banking,Doroth Gardner,AE,New Business / Add-on,Sales AMER,Phones,ESMB,02 - Qualification,false
Opportunity for Watson1794,,Customer,Irene McCoy,Keyboard,991350,Russia,Pittman435 Inc,2016-11-21,false,2016-07-07T00:00:00.000Z,Biotechnology,Bruce Kennedy,AE,New Business / Add-on,Sales AMER,Accessories,COMM,02 - Qualification,false
Opportunity for Massey1797,TX,Partner,Doroth Gardner,Books,1683185,USA,Griffith580 Inc,2016-05-08,true,2015-10-01T00:00:00.000Z,Transportation,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,Accessories,ESMB,08 - Closed Won,true
Opportunity for Pena1800,ID,Customer,Bruce Kennedy,Cables,54090,USA,Carroll694 Inc,2015-09-05,true,2015-08-21T00:00:00.000Z,Communications,Irene Kelley,AE,New Business,Sales AMER,Accessories,COMM,08 - Closed Won,true
Opportunity for Pittman658,,Customer,Dennis Howard,,252545,Spain,Bryant250 Inc,2015-10-19,true,2015-09-24T00:00:00.000Z,Biotechnology,Evelyn Williamson,AE,Existing Business,Sales WW,,SMB,08 - Closed Won,true
Opportunity for Cunningham662,,Customer,Eric Gutierrez,Mouse,25450,United Kingdom,Wright507 Inc,2017-01-11,false,2016-06-08T00:00:00.000Z,Education,Johnny Green,AE,New Business,Sales WW,Accessories,GB,06 - Proposal/Price Quote,false
Opportunity for Luna668,,Customer,Eric Sanchez,Cables,3251640,Brazil,Quinn144 Inc,2016-04-09,true,2015-11-03T00:00:00.000Z,Engineering,Irene Kelley,BDR,New Business / Add-on,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Stevenson670,DE,Partner,Eric Gutierrez,Cables,2728890,Morocco,Webster118 Inc,2017-02-24,false,2016-07-30T00:00:00.000Z,Engineering,Catherine Brown,AE,New Business,Sales WW,Accessories,SMB,04 - Value Proposition,false
Opportunity for Ramirez671,VA,Customer,Eric Gutierrez,,430330,Canada,Wood74 Inc,2016-07-08,true,2016-02-05T00:00:00.000Z,Engineering,Irene McCoy,Marketing,Existing Business,Sales WW,,SMB,09 - Closed Lost,false
Opportunity for Brown672,,Partner,John Williams,Cases,2684465,Australia,Clayton557 Inc,2016-02-29,true,2015-09-23T00:00:00.000Z,Apparel,Eric Sanchez,Alliances,Existing Business,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Barton675,,Customer,Evelyn Williamson,Keyboard,105210,Australia,Webster87 Inc,2015-12-05,true,2015-07-09T00:00:00.000Z,Retail,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Duncan681,,Customer,Eric Gutierrez,Courses,63600,Denmark,Greer831 Inc,2015-09-04,true,2015-07-30T00:00:00.000Z,Finance,Nicolas Weaver,BDR,New Business,Sales AMER,Digital Media,SMB,08 - Closed Won,true
Opportunity for Manning1045,KY,Customer,John Williams,,16843,Canada,Robinson912 Inc,2015-08-03,true,2014-12-14T00:00:00.000Z,Biotechnology,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,,MM,08 - Closed Won,true
Opportunity for Colon1047,IA,Customer,Eric Gutierrez,Cables,680,USA,Ross388 Inc,2016-08-24,false,2016-05-16T00:00:00.000Z,Education,Chris Riley,Alliances,New Business / Add-on,Sales EMEA,Accessories,MM,04 - Value Proposition,false
Opportunity for McKenzie1054,SD,Customer,Laura Garza,Books,1224345,Canada,Rowe333 Inc,2016-04-11,true,2016-01-19T00:00:00.000Z,Communications,Irene Kelley,BDR,Existing Business,Sales AMER,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Webb1055,NC,Customer,Irene McCoy,Cables,1264240,Morocco,Rivera969 Inc,2015-09-14,true,2015-05-04T00:00:00.000Z,Manufacturing,John Williams,BDR,New Business / Add-on,Sales WW,Accessories,SMB,09 - Closed Lost,false
Opportunity for Vega1066,,Customer,Laura Garza,,201572,United Kingdom,Bowman940 Inc,2016-09-04,false,2016-02-17T00:00:00.000Z,Finance,Harold Campbell,Alliances,New Business / Add-on,Sales EMEA,,ESMB,05 - Perception Analysis,false
Opportunity for Owen1424,,Partner,Chris Riley,Pro laptop,386375,Mexico,Fields265 Inc,2015-09-13,true,2015-04-12T00:00:00.000Z,Telecommunications,Catherine Brown,BDR,New Business,Sales WW,Laptops,ESMB,08 - Closed Won,true
Opportunity for Love1426,,Customer,Nicolas Weaver,Keyboard,2649820,Taiwan,Robbins449 Inc,2016-02-06,true,2015-06-20T00:00:00.000Z,Engineering,Doroth Gardner,AE,New Business,Sales AMER,Accessories,GB,09 - Closed Lost,false
Opportunity for Flowers1427,NM,Partner,Irene McCoy,Mini tablet 2,1979000,Canada,Greer746 Inc,2017-02-19,false,2016-07-26T00:00:00.000Z,Engineering,Nicolas Weaver,Alliances,New Business / Add-on,Sales AMER,Laptops,SMB,03 - Needs Analysis,false
Opportunity for Hoffman1430,LA,Customer,Kelly Frazier,Mouse,1183700,USA,Benson657 Inc,2015-12-30,true,2015-10-06T00:00:00.000Z,Communications,Laura Palmer,AE,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Keller1431,TN,Partner,Laura Garza,Books,2894390,USA,Morales41 Inc,2016-09-08,false,2016-07-05T00:00:00.000Z,Banking,Nicolas Weaver,Alliances,New Business,Sales AMER,Digital Media,COMM,03 - Needs Analysis,false
Opportunity for Allison1432,,Customer,Evelyn Williamson,Cases,1471800,Norway,Strickland686 Inc,2016-07-26,true,2016-06-05T00:00:00.000Z,Energy,Evelyn Williamson,Marketing,New Business,Sales WW,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Dixon1438,,Customer,Irene McCoy,Cases,209955,Sweden,Reeves202 Inc,2016-05-06,true,2015-12-14T00:00:00.000Z,Apparel,Chris Riley,AE,New Business,Sales EMEA,Accessories,COMM,08 - Closed Won,true
Opportunity for Chandler1439,,Customer,Eric Gutierrez,Certifications,1648300,Hong Kong,Thomas208 Inc,2016-09-22,false,2016-08-03T00:00:00.000Z,Energy,Johnny Green,Marketing,Existing Business,Sales WW,Accessories,COMM,03 - Needs Analysis,false
Opportunity for Conner1442,AZ,Customer,Julie Chavez,Cables,449660,Canada,Black702 Inc,2016-01-20,true,2015-06-18T00:00:00.000Z,Banking,Irene McCoy,AE,Existing Business,Sales WW,Accessories,MM,09 - Closed Lost,false
Opportunity for Berry1447,,Customer,Bruce Kennedy,,470298,Thailand,Owens441 Inc,2016-05-15,true,2015-11-03T00:00:00.000Z,Agriculture,Dennis Howard,Marketing,New Business,Sales EMEA,,COMM,08 - Closed Won,true
Opportunity for Neal1804,,Customer,Kelly Frazier,Keyboard,1046380,Taiwan,Zimmerman646 Inc,2015-12-16,true,2015-08-18T00:00:00.000Z,Banking,Catherine Brown,Marketing,New Business / Add-on,Sales WW,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Marsh1806,NC,Partner,John Williams,Cables,58840,USA,Romero457 Inc,2016-07-04,true,2016-05-02T00:00:00.000Z,Energy,Eric Gutierrez,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Carlson1808,,Customer,Johnny Green,Light tablet 2,965700,Switzerland,Hodges632 Inc,2015-07-31,true,2014-12-22T00:00:00.000Z,Manufacturing,Evelyn Williamson,Alliances,New Business,Sales WW,Tablets,MM,08 - Closed Won,true
Opportunity for Fleming1809,NM,Customer,Doroth Gardner,Light tablet,3077200,Canada,Newman432 Inc,2016-07-08,true,2015-12-18T00:00:00.000Z,Technology,Bruce Kennedy,AE,New Business,Sales AMER,Phones,MM,08 - Closed Won,true
Opportunity for Matthews1810,,Customer,Laura Palmer,,284678,Russia,Aguilar870 Inc,2015-12-14,true,2015-08-12T00:00:00.000Z,Media,Evelyn Williamson,BDR,New Business,Sales WW,,ESMB,09 - Closed Lost,false
Opportunity for Daniel1811,UT,Customer,Chris Riley,Books,207240,Canada,Hogan989 Inc,2016-02-15,true,2015-10-27T00:00:00.000Z,Transportation,Johnny Green,Marketing,Existing Business,Sales WW,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Chandler1816,,Customer,Laura Garza,Books,470865,United Kingdom,Beck894 Inc,2016-11-12,false,2016-04-18T00:00:00.000Z,Agriculture,Harold Campbell,Marketing,New Business,Sales EMEA,Digital Media,SMB,05 - Perception Analysis,false
Opportunity for Hicks1818,,Customer,Eric Gutierrez,Light tablet,1417400,Belgium,Crawford14 Inc,2016-02-24,true,2016-01-07T00:00:00.000Z,Telecommunications,John Williams,Marketing,New Business / Add-on,Sales WW,Laptops,COMM,08 - Closed Won,true
